text,label,label_id
Customer place i will call you,ham,0
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham,0
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham,0
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam,1
When you guys planning on coming over?,ham,0
Try to do something dear. You read something for exams,ham,0
U still havent got urself a jacket ah?,ham,0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham,0
No da. . Vijay going to talk in jaya tv,ham,0
PICK UR FONE UP NOW U DUMB?,ham,0
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ham,0
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",spam,1
"And how you will do that, princess? :)",ham,0
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,spam,1
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham,0
Good night. Am going to sleep.,ham,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham,0
Hey are we going for the lo lesson or gym? ,ham,0
What time is ur flight tmr?,ham,0
As if i wasn't having enough trouble sleeping.,ham,0
Dear how you. Are you ok?,ham,0
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",ham,0
I cant pick the phone right now. Pls send a message,ham,0
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,1
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,1
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham,0
Ya very nice. . .be ready on thursday,ham,0
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham,0
Hope you are not scared!,ham,0
Ok cool. See ya then.,ham,0
Your brother is a genius,ham,0
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham,0
And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham,0
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,1
"Yeah probably, I still gotta check out with leo",ham,0
Dhoni have luck to win some big title.so we will win:),ham,0
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",ham,0
Am slow in using biola's fne,ham,0
At the funeral home with Audrey and dad,ham,0
She.s find. I sent you an offline message to know how anjola's now.,ham,0
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham,0
Oh sorry please its over,ham,0
What happen to her tell the truth,ham,0
Is there any training tomorrow?,ham,0
I cant pick the phone right now. Pls send a message,ham,0
Sorry da. I gone mad so many pending works what to do.,ham,0
Buy one egg for me da..please:),ham,0
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam,1
Dear reached railway. What happen to you,ham,0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,0
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam,1
I need... Coz i never go before ,ham,0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,0
Ok i msg u b4 i leave my house.,ham,0
Ok. How many should i buy.,ham,0
Where to get those?,ham,0
"As usual..iam fine, happy &amp; doing well..:)",ham,0
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,1
I dont thnk its a wrong calling between us,ham,0
Ok i'm coming home now.,ham,0
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,1
"Sorry, I'll call later",ham,0
"Hey , is * rite u put »10 evey mnth is that all?",ham,0
What class of  &lt;#&gt;  reunion?,ham,0
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",ham,0
I am taking you for italian food. How about a pretty dress with no panties? :),ham,0
I went to ur hon lab but no one is there.,ham,0
Nan sonathaya soladha. Why boss?,ham,0
Siva is in hostel aha:-.,ham,0
U wake up already? Thanx 4 e tau sar piah it's quite nice.,ham,0
Po de :-):):-):-):-). No need job aha.,ham,0
I've reached already.,ham,0
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,1
How are you enjoying this semester? Take care brother.,ham,0
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham,0
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham,0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,1
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,1
Honey boo I'm missing u.,ham,0
Lolnice. I went from a fish to ..water.?,ham,0
I am not at all happy with what you saying or doing,ham,0
R u meeting da ge at nite tmr?,ham,0
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham,0
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,ham,0
By monday next week. Give me the full gist,ham,0
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham,0
Happy birthday to you....dear.with lots of love.rakhesh NRI,ham,0
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",ham,0
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham,0
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham,0
S:)8 min to go for lunch:),ham,0
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",ham,0
K...k...when will you give treat?,ham,0
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,0
Am surfing online store. For offers do you want to buy any thing.,ham,0
You want to go? ,ham,0
Then we gotta do it after that,ham,0
Prabha..i'm soryda..realy..frm heart i'm sory,ham,0
S....s...india going to draw the series after many years in south african soil..,ham,0
Ok i vl..do u know i got adsense approved..,ham,0
Ok but tell me half an hr b4 u come i need 2 prepare.,ham,0
Just now saw your message.it k da:),ham,0
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,1
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,0
COME BACK TO TAMPA FFFFUUUUUUU,ham,0
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham,0
Cos daddy arranging time c wat time fetch ü mah...,ham,0
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham,0
Just normal only here :),ham,0
Cant think of anyone with * spare room off * top of my head,ham,0
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham,0
Stupid.its not possible,ham,0
Are u coming to the funeral home,ham,0
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam,1
I'm really sorry I lit your hair on fire,ham,0
Is she replying. Has boye changed his phone number,ham,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,1
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",spam,1
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,0
"alright, I'll make sure the car is back tonight",ham,0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,0
Are you available for soiree on June 3rd?,ham,0
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam,1
Aiyah ok wat as long as got improve can already wat...,ham,0
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam,1
Watching tv now. I got new job :),ham,0
Ü v ma fan...,ham,0
Crucify is c not s. You should have told me earlier.,ham,0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,0
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,0
Hey what are you doing. Y no reply pa..,ham,0
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam,1
Lol they were mad at first but then they woke up and gave in.,ham,0
Will be office around 4 pm. Now i am going hospital.,ham,0
Babe ? I lost you ... Will you try rebooting ?,ham,0
Rofl betta invest in some  anti aging products,ham,0
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham,0
Am okay. Will soon be over. All the best,ham,0
Lmao ok I wont be needing u to do my hair anymore.,ham,0
"Sorry battery died, yeah I'm here",ham,0
I meant middle left or right?,ham,0
"Sorry, I can't text &amp; drive coherently, see you in twenty",ham,0
Mm umma ask vava also to come tell him can play later together,ham,0
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham,0
PRIVATE! Your 2003 Account Statement for 078,spam,1
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,1
Lol that's different. I don't go trying to find every real life photo you ever took.,ham,0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham,0
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham,0
Sending you greetings of joy and happiness. Do have a gr8 evening,ham,0
Poor girl can't go one day lmao,ham,0
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham,0
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam,1
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam,1
Y so late but i need to go n get da laptop...,ham,0
FROM 88066 LOST £12 HELP,spam,1
Can you use foreign stamps for whatever you send them off for? ,ham,0
"Right on brah, see you later",ham,0
I know that my friend already told that.,ham,0
"Are you sure you don't mean ""get here, we made you hold all the weed""",ham,0
You should get more chicken broth if you want ramen unless there's some I don't know about,ham,0
"Cool, text me when you're ready",ham,0
You made my day. Do have a great day too.,ham,0
I thank you so much for all you do with selflessness. I love you plenty.,ham,0
aathi..where are you dear..,ham,0
Enjoy urself tmr...,ham,0
Minimum walk is 3miles a day.,ham,0
Well. Balls. Time to make calls,ham,0
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham,0
"Dear relieved of westonzoyland, all going to plan this end too!",ham,0
Jason says it's cool if we pick some up from his place in like an hour,ham,0
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,spam,1
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham,0
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",ham,0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham,0
Ok... Take ur time n enjoy ur dinner...,ham,0
I wanna watch that movie,ham,0
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham,0
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham,0
So do you have samus shoulders yet,ham,0
O was not into fps then.,ham,0
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",ham,0
Oh ya ya. I remember da. .,ham,0
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,ham,0
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",ham,0
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham,0
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,1
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam,1
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",ham,0
Yes:)here tv is always available in work place..,ham,0
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham,0
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham,0
Ok.,ham,0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,0
"sure, but make sure he knows we ain't smokin yet",ham,0
You can jot down things you want to remember later.,ham,0
Yar lor... How u noe? U used dat route too?,ham,0
I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham,0
Ay wana meet on sat?ü wkg on sat?,ham,0
Ill be at yours in about 3 mins but look out for me,ham,0
Sorry that was my uncle. I.ll keep in touch,ham,0
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham,0
Hey whats up? U sleeping all morning?,ham,0
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham,0
Wherre's my boytoy ? :-(,ham,0
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham,0
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham,0
Goodmorning sleeping ga.,ham,0
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham,0
4 oclock at mine. Just to bash out a flat plan.,ham,0
Yup... From what i remb... I think should be can book... ,ham,0
Great! I shoot big loads so get ready!,ham,0
"Cool, want me to go to kappa or should I meet you outside mu",ham,0
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam,1
S but mostly not like that.,ham,0
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham,0
Im done. Just studyn in library,ham,0
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham,0
Lol boo I was hoping for a laugh,ham,0
Wewa is 130. Iriver 255. All 128 mb.,ham,0
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,ham,0
I am joining today formally.Pls keep praying.will talk later.,ham,0
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,ham,0
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham,0
Have a good evening! Ttyl,ham,0
Hi' Test on  &lt;#&gt; rd ....,ham,0
Must come later.. I normally bathe him in da afternoon mah..,ham,0
But i'll b going 2 sch on mon. My sis need 2 take smth.,ham,0
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham,0
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham,0
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam,1
Black shirt n blue jeans... I thk i c ü...,ham,0
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",ham,0
What are youdoing later? Sar xxx,ham,0
Keep my payasam there if rinu brings,ham,0
Are you plans with your family set in stone ?,ham,0
"Ok., is any problem to u frm him? Wats matter?",ham,0
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham,0
I am in a marriage function,ham,0
I am not having her number sir,ham,0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam,1
Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham,0
88800 and 89034 are premium phone services call 08718711108,spam,1
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham,0
 and  picking them up from various points,ham,0
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham,0
Yup i've finished c ü there...,ham,0
"That's what I love to hear :V see you sundayish, then",ham,0
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam,1
Y ü wan to go there? C doctor?,ham,0
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,0
Not a drop in the tank,ham,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam,1
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,ham,0
Why nothing. Ok anyway give me treat,ham,0
Where @,ham,0
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam,1
HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham,0
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham,0
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham,0
Does daddy have a bb now.,ham,0
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham,0
Thats cool! I am a gentleman and will treat you with dignity and respect.,ham,0
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam,1
Ok...,ham,0
Ü dun wan to watch infernal affair?,ham,0
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,0
All e best 4 ur exam later.,ham,0
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham,0
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham,0
Hope youre not having too much fun without me!! see u tomorrow love jess x,ham,0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,0
Ok...,ham,0
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,1
Yo you around? A friend of mine's lookin to pick up later tonight,ham,0
Long after I quit. I get on only like 5 minutes a day as it is.,ham,0
No. On the way home. So if not for the long dry spell the season would have been over,ham,0
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham,0
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham,0
Exactly. Anyways how far. Is jide her to study or just visiting,ham,0
Ok...,ham,0
Just finished eating. Got u a plate. NOT leftovers this time.,ham,0
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",ham,0
Hi:)cts employee how are you?,ham,0
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham,0
Anything lar...,ham,0
You got called a tool?,ham,0
Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham,0
Wanna do some art?! :D,ham,0
"Call me. I m unable to cal. Lets meet bhaskar, and deep",ham,0
Thought we could go out for dinner. I'll treat you! Seem ok?,ham,0
"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham,0
No but the bluray player can,ham,0
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham,0
Hi where you. You in home or calicut?,ham,0
Life style garments account no please.,ham,0
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham,0
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham,0
Yes! How is a pretty lady like you single?,ham,0
Hey company elama po mudyadhu.,ham,0
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,1
Hahaha..use your brain dear,ham,0
Everybody had fun this evening. Miss you.,ham,0
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham,0
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham,0
Gokila is talking with you aha:),ham,0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,0
K:)eng rocking in ashes:),ham,0
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham,0
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham,0
"I've got  &lt;#&gt; , any way I could pick up?",ham,0
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,0
And maybe some pressies,ham,0
Do you know when the result.,ham,0
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham,0
Well there's still a bit left if you guys want to tonight,ham,0
"4 tacos + 1 rajas burrito, right?",ham,0
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham,0
Great! I have to run now so ttyl!,ham,0
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam,1
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,ham,0
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham,0
"Call me, i am senthil from hsbc.",ham,0
"Looks like you found something to do other than smoke, great job!",ham,0
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham,0
"Sorry, I'll call later",ham,0
We stopped to get ice cream and will go back after,ham,0
Yes there were many sweets,ham,0
Then dun wear jeans lor...,ham,0
Also maaaan are you missing out,ham,0
"Yes..but they said its IT.,",ham,0
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,1
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham,0
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,0
Dear good morning how you feeling dear,ham,0
K:)k.are you in college?,ham,0
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham,0
I'm home...,ham,0
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,ham,0
So u wan 2 come for our dinner tonight a not?,ham,0
"It's ok, at least armand's still around",ham,0
Then why you not responding,ham,0
Oh yeah I forgot. U can only take 2 out shopping at once.,ham,0
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham,0
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham,0
"Aight, we'll head out in a few",ham,0
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham,0
Thanks for sending this mental ability question..,ham,0
S.this will increase the chance of winning.,ham,0
My exam is for february 4. Wish you a great day.,ham,0
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham,0
Yeah but which is worse for i,ham,0
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham,0
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham,0
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,1
I cant wait to see you! How were the photos were useful? :),ham,0
When should I come over?,ham,0
Did you try making another butt.,ham,0
Ü wait 4 me in sch i finish ard 5..,ham,0
What r u cooking me for dinner?,ham,0
Hope you are having a great day.,ham,0
My birthday is on feb  &lt;#&gt;  da. .,ham,0
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham,0
Anything...,ham,0
Lol no. U can trust me.,ham,0
No she didnt. I will search online and let you know.,ham,0
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,ham,0
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,ham,0
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,0
Cuz ibored. And don wanna study,ham,0
Lol alright i was thinkin that too haha,ham,0
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham,0
Ok...,ham,0
Yeah right! I'll bring my tape measure fri!,ham,0
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,1
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham,0
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham,0
